sample_id_int,cell_id,Area,CD3_Mean,CD8_Mean,CD19_Mean,CD68_Mean,CK_Mean,CD3 (Opal 540) Mean,CD8 (Opal 650) Mean,CD19 (Opal 480) Mean,CD68 (Opal 520) Mean,CK (Opal 780) Mean,IER3 (Opal 620) Mean, pStat3 (Opal 570) Mean, Ki67 (Opal 690) Mean, Dapi (DAPI) Mean,tsne_1,tsne_2,cell_type_inform_int,cell_type_manual_int,cell_type_auto_int,cell_type_FlowSOM_QC
11,1839,187,0,0,5.40E-05,0,0.008,0.197,0.209,0.005,0.427,0.275,0.06,0.057,0.04,17.324,-40.267197,0.79466844,5,6,6,6
11,1847,136,0,0,0,0,0.006,0.313,0.278,0,0.456,0.233,0.067,0.66,0.03,8.938,-34.938347,7.403207,5,6,6,6
11,1853,153,0,0,0,4.13E-05,0.003,0.223,0.246,0,0.599,0.297,0.061,0.066,0.04,12.56,-19.027018,-14.452376,5,6,6,6
11,1867,265,0,0,0,0,0.061,0.292,0.249,0,0.667,0.265,0.082,0.043,0.051,10.036,-16.081978,-16.164095,5,6,6,6
11,1880,611,0,0,0,0,0.079,0.226,0.266,0,0.524,0.26,0.067,1.065,0.041,6.848,-34.815346,1.1870769,5,6,6,6
11,1902,189,0,0,0,0,0.0004572,0.148,0.236,0,0.426,0.279,0.054,0.044,0.049,5.13,-55.370754,5.7821198,5,6,6,6
11,1905,245,0,0,0,0,5.69E-05,0.148,0.207,0,0.371,0.237,0.051,0.044,0.065,8.558,-53.33993,13.168848,5,6,6,6
11,1927,218,0,0,1.16E-05,0,1.74E-05,0.15,0.212,0,0.369,0.218,0.047,0.025,0.1,7.226,-52.27887,13.745026,5,6,6,6
11,1951,323,0,0,0.062,0,0.032,0.13,0.258,0.034,0.484,0.386,0.067,0.092,0.068,6.539,-51.244705,-16.04763,5,6,6,6
11,1959,237,0,0,1.07E-05,0,0.02,0.178,0.285,0.001,0.475,0.331,0.07,0.07,0.106,13.552,-42.581318,-17.185062,5,6,6,6
11,1973,201,0,0,0.003,0,7.94E-05,0.149,0.265,0.002,0.275,0.221,0.046,0.038,0.104,4.383,-54.259274,16.334894,5,6,6,6
11,1979,358,0,0,0,0,0.087,0.078,0.156,0.001,0.224,0.283,0.043,0.086,0.109,3.19,-56.671078,17.293894,5,6,5,6
11,1991,205,0,0,0,0,0.061,0.155,0.234,0,0.469,0.464,0.076,0.064,0.038,4.834,-49.989117,-21.564182,5,6,6,6
11,2006,317,0,3.99E-06,0.0001222,0,0.003,0.167,0.401,0.001,0.334,0.264,0.065,0.084,7.341,11.852,-57.573524,2.942606,5,6,6,6
11,2016,188,6.73E-06,0,0,2.69E-05,0.076,0.253,0.261,0,0.823,0.306,0.078,0.224,0.052,9.342,2.6145217,-11.161092,5,6,6,6
11,2022,344,0,0,0,2.20E-05,0.065,0.155,0.228,0,0.855,0.256,0.053,0.055,0.039,8.4,3.3635192,-8.455733,5,6,6,6
11,2037,198,0,0,0,0,0.068,0.151,0.187,0,0.392,0.28,0.052,0.048,0.036,9.42,-55.853962,9.286742,5,6,6,6
11,2075,164,0,0,0,0,0.037,0.242,0.306,0,0.442,0.261,0.068,1.37,0.033,6.098,-38.760765,6.6887016,5,6,6,6
11,2106,103,0,0,0,0,0.0005967,0.196,0.197,0.001,0.324,0.23,0.05,1.22,0.049,6.829,-53.72757,16.002972,5,6,6,6
11,2114,209,0,0,0,0,0.078,0.204,0.323,0,0.486,0.342,0.087,0.064,0.065,7.448,-42.549675,-18.369833,5,6,6,6
11,2119,259,0,0.023,0,0,0.095,0.291,0.673,0,0.323,0.41,0.094,1.602,0.039,4.581,-7.934025,27.626299,5,5,5,6
11,2180,218,0,5.81E-06,0,0,0.004,0.214,0.254,0,0.418,0.243,0.063,0.564,0.032,4.482,-39.146378,8.273773,5,6,6,6
11,2195,349,7.24E-06,0,0,0,0.064,0.261,0.237,0,0.503,0.37,0.103,0.364,0.052,7.196,-40.176487,-21.087568,5,6,6,6
11,2202,181,0,0,0,0,0.071,0.118,0.213,0,0.34,0.295,0.057,0.076,0.035,4.042,-56.118458,12.886744,5,6,6,6
11,2262,343,0,4.05E-05,0.0001185,0,0.001,0.167,0.343,0.002,0.601,0.207,0.05,0.081,0.163,10.607,-11.387432,3.619042,5,6,6,6
11,2300,243,0,0,0,0,0.045,0.194,0.179,0,0.289,0.297,0.063,0.135,0.058,4.603,-56.28711,15.426211,5,6,6,6
11,2308,171,0,0,0,0,0.025,0.185,0.244,0,0.474,0.227,0.058,0.038,0.495,7.486,-37.797142,2.460947,5,6,6,6
11,2333,290,0,0,0.004,0,0.047,0.198,0.179,0.012,0.619,0.28,0.053,0.06,0.033,11.212,-16.759317,-10.6269865,5,6,6,6
11,2362,407,0,0,0,0,8.35E-05,0.165,0.221,0,0.378,0.221,0.049,0.046,0.042,8.706,-51.777046,13.694437,5,6,6,6
11,2393,260,0.0001306,0,0.000542,4.87E-06,0.003,0.293,0.295,0.001,0.646,0.271,0.069,0.072,0.059,11.182,-17.149498,-16.201252,5,6,6,6
11,2428,179,0,0,0,0,0.092,0.225,0.241,0.001,0.412,0.353,0.079,0.066,0.065,14.588,-42.22837,-2.561338,5,6,5,6
11,2459,292,0,0,1.73E-05,0,0.058,0.294,0.244,0,0.403,0.267,0.077,0.73,0.041,11.044,-36.819576,8.639681,5,6,6,6
11,2472,361,0,0,4.19E-05,3.51E-06,0.042,0.222,0.216,0,0.49,0.283,0.064,0.089,0.033,7.129,-38.115746,-0.8817757,5,6,6,6
11,2545,200,0,0,0,0,0.067,0.316,0.246,0,0.36,0.276,0.074,0.079,0.062,8.829,-36.616627,9.197344,5,6,6,6
11,2564,135,0,0,0,0,0.072,0.174,0.215,0,0.443,0.37,0.065,0.042,0.051,4.643,-54.506443,-11.969538,5,6,6,6
11,2584,164,0,0,0,0.073,0.026,0.221,0.279,0,1.619,0.261,0.077,0.117,0.051,8.374,34.416275,1.2323626,5,6,6,6
11,2599,140,0,0,0,0,0.038,0.139,0.189,0,0.294,0.327,0.057,0.146,0.094,8.627,-56.944706,15.215699,5,6,6,6
11,2612,45,0,0,0,0,0.098,0.13,0.19,0,0.513,0.289,0.067,0.1,0.036,8.703,-47.236877,-6.0925403,5,5,5,6
11,2623,100,0,0,0,0,0.014,0.218,0.238,0,0.612,0.242,0.077,0.1,0.042,8.92,-17.511162,-13.530472,5,6,6,6
11,2631,55,0,0,0,0,0.038,0.161,0.243,0,0.831,0.301,0.061,0.158,0.031,4.41,1.1567177,-10.002923,5,6,6,6
11,2647,63,0,0,0,0,0.037,0.284,0.278,0,0.443,0.296,0.08,0.045,0.061,12.405,-37.984657,6.8998804,5,6,6,6
12,289,103,0,0,2.45E-05,0,0.017,0.3,0.258,0,0.887,0.203,0.065,0.055,0.1,15.013,1.67698,5.0099397,5,6,6,6
12,370,141,0,0,0.004,3.59E-05,0.029,0.253,0.243,0,0.981,0.222,0.071,0.136,0.053,14.879,11.504395,-9.346055,5,6,6,6
12,450,153,0,0,0,0,0.07,0.178,0.16,0,0.554,0.211,0.046,0.127,0.036,6.591,-33.36485,-3.3068027,5,6,6,6
12,484,272,0,0,0.005,0.059,0.035,0.295,0.235,0,2.787,0.191,0.054,0.099,0.131,18.532,40.68378,28.014027,5,6,6,6
12,496,406,0,0,3.42E-05,0.0008311,0.081,0.14,0.259,0.001,0.679,0.218,0.056,0.108,2.627,5.768,-10.313169,0.12049877,5,6,6,6
12,533,97,0,0,0,0,0.052,0.109,0.221,0,0.706,0.242,0.052,0.105,0.275,8.512,-7.185693,-3.5324621,5,6,6,6
12,614,298,0,0,0.0003408,0,0.096,0.194,0.277,0.001,0.671,0.226,0.066,0.117,2.979,4.401,-10.897737,1.3913378,5,5,5,6
12,768,365,0,0,0.0001165,0,0.005,0.18,0.285,0.001,0.463,0.161,0.056,0.16,3.187,6.659,-23.548998,22.55233,5,6,6,6
12,774,1254,0,0,0.003,0.008,0.047,0.131,0.299,0.002,0.794,0.198,0.051,0.102,3.306,5.523,0.92085326,-2.8193586,5,6,6,6
12,800,167,0,0,0.0001175,0,0.007,0.19,0.267,0.001,0.417,0.17,0.059,0.151,3.177,6.761,-40.498077,10.683704,5,6,6,6
12,801,763,0,0,4.16E-05,4.96E-06,0.011,0.164,0.282,0,0.562,0.185,0.053,0.185,2.969,6.525,-20.207676,20.914091,5,6,6,6
12,825,199,0,0.003,5.08E-05,0,0.059,0.155,0.298,0,0.7,0.223,0.056,0.11,0.037,8.953,-9.8996315,1.3261179,5,6,6,6
12,837,107,0,0,5.60E-05,0,0.028,0.128,0.245,0.001,0.593,0.21,0.055,0.087,2.546,4.299,-20.878017,3.662351,5,6,6,6
12,854,87,0,0.001,0,0,0.06,0.16,0.31,0,0.54,0.213,0.042,0.094,0.02,5.16,-28.920433,4.139803,5,6,6,6
12,889,559,0,3.28E-05,0.0001389,0.026,0.066,0.17,0.235,0.001,1.683,0.209,0.05,0.173,0.684,5.758,34.956703,3.6709616,5,6,6,6
12,921,682,0,0,0,0,0.095,0.158,0.162,0,0.541,0.213,0.05,0.112,0.035,9.874,-33.57817,-3.2211525,5,5,5,6
12,953,241,0,0.004,0.007,0,0.076,0.127,0.434,0.024,0.536,0.224,0.053,0.083,0.096,10.615,-8.633754,7.2529645,5,6,6,6
12,989,171,0,0,0,0.045,0.087,0.176,0.183,0,1.299,0.214,0.05,0.171,0.044,6.319,24.70179,-1.5253297,5,6,5,6
12,1017,76,0,0,0,0,0.01,0.159,0.153,0.002,0.466,0.188,0.049,0.18,0.047,5.938,-34.116627,16.11787,5,6,6,6
12,1030,144,0,7.95E-05,0.014,0,0.011,0.111,0.322,0.01,0.39,0.203,0.038,0.099,0.035,6.329,-56.74901,2.76422,5,6,6,6
12,1074,73,0,0,0,0,0.004,0.292,0.196,0.002,0.515,0.217,0.074,0.395,0.068,8.277,-34.61871,5.2247934,5,6,6,6
12,1125,173,0,0,0,0,0.073,0.13,0.191,0.001,0.654,0.221,0.047,0.066,0.054,15.368,-15.733846,0.7922345,5,6,6,6
12,1134,302,0,0,0,0,0.095,0.188,0.163,0,0.507,0.225,0.053,0.123,0.029,7.762,-34.964764,-2.9470212,5,5,5,6
12,1151,246,0,0,0,0,0.086,0.173,0.219,0,0.687,0.223,0.065,0.048,0.042,14.866,-11.393473,0.23643093,5,6,6,6
12,1274,186,0,0,0.0001272,4.08E-05,0.037,0.196,0.287,0,0.696,0.199,0.064,0.202,3.603,6.169,-10.325936,1.4353101,5,6,6,6
12,1325,134,0,0,0,0,0.082,0.208,0.174,0,0.495,0.222,0.06,0.196,0.035,8.957,-35.470768,-2.5577736,5,6,6,6
12,1372,53,0,0,0,0,0.064,0.249,0.19,0,0.449,0.22,0.055,0.958,0.217,8.659,-36.46954,6.32929,5,6,6,6
12,1382,289,0,0,0,0.028,0.095,0.17,0.184,0,1.611,0.223,0.052,0.067,0.041,8.208,33.891315,2.0943317,5,5,5,6
12,1466,468,0,0,2.70E-05,0.013,0.086,0.179,0.201,0,1.088,0.211,0.054,0.085,0.104,7.549,17.402416,-5.267249,5,6,6,6
12,1482,676,0,0.01,7.29E-05,0.051,0.089,0.173,0.296,0,1.442,0.224,0.05,0.096,0.036,8.908,28.868332,-0.5885029,5,6,5,6
12,1501,361,0,0,3.50E-06,0.0003521,0.093,0.171,0.217,0,0.643,0.225,0.052,0.094,0.027,11.699,-12.3721075,0.88639116,5,6,5,6
12,1528,209,0,0,0,0.000353,0.043,0.168,0.186,0,0.723,0.194,0.05,0.073,0.032,11.779,-2.9976878,-1.3741407,5,6,6,6
12,1529,412,0,0.008,0.0001934,0,0.07,0.193,0.34,0,0.628,0.208,0.058,0.148,2.092,4.946,-11.17091,3.3905866,5,6,6,6
12,1537,458,0,0,0,0,0.074,0.196,0.177,0,0.516,0.212,0.057,0.181,0.238,6.586,-34.686024,-2.8220434,5,6,6,6
12,1598,203,0,0,2.49E-05,0,0.088,0.298,0.185,0,0.479,0.204,0.065,0.589,0.034,9.11,-35.28525,5.9101276,5,6,5,6
12,1624,434,0,0,2.92E-06,0,0.018,0.172,0.149,0,0.438,0.169,0.051,0.119,0.044,6.232,-32.239353,22.128675,5,6,6,6
12,1680,711,0,4.75E-06,0.0003834,0.005,0.092,0.195,0.312,0.001,0.809,0.225,0.059,0.086,2.735,7.306,2.1579902,-4.789196,5,6,5,6
12,1761,88,0,0,0,0.208,0.064,0.195,0.26,0,5.562,0.22,0.044,0.17,1.292,7.303,62.55483,22.24478,5,6,4,6
12,1772,85,0,0,0,0,0.095,0.292,0.341,0,0.445,0.249,0.073,1.963,2.374,5.417,-38.32248,6.832189,5,5,5,6
12,1783,588,0,0,0.002,0.004,0.093,0.151,0.31,0.002,0.738,0.238,0.065,0.072,6.042,6.26,-8.727132,1.3560718,5,6,5,6
12,1811,143,0,0,0.0002403,0.005,0.076,0.103,0.291,0,2.641,0.231,0.034,0.094,3.452,9.707,38.739117,25.638453,5,6,6,6
12,2023,182,0,0,0,0.003,0.091,0.218,0.186,0,0.776,0.234,0.057,0.143,0.033,8.998,-2.1901634,-0.8773971,5,6,5,6
12,2052,230,0,0,7.33E-06,0.0009574,0.065,0.142,0.183,0,0.615,0.253,0.041,0.062,0.043,6.489,-19.081524,-0.3485195,5,6,6,6
12,2116,326,0,5.88E-05,8.40E-05,0,0.069,0.188,0.344,0.001,0.507,0.228,0.056,0.157,0.051,4.005,-32.71323,2.0136385,5,6,6,6
12,2162,505,0,0,0,0,0.029,0.157,0.117,0,0.349,0.189,0.036,0.125,0.028,4.054,-43.98936,21.946507,5,6,6,6
12,2180,69,0,0.008,1.83E-05,0,0.035,0.286,0.399,0,0.397,0.193,0.073,0.248,0.046,9.042,-22.612335,34.32503,5,6,6,6
12,2199,253,0,0,9.99E-06,0,0.057,0.18,0.155,0.001,0.421,0.223,0.056,0.192,0.039,4.45,-44.228313,10.427794,5,6,6,6
12,2315,162,0,0,0,0,0.072,0.158,0.275,0,0.499,0.215,0.058,0.05,1.185,5.211,-35.68792,2.7950878,5,6,6,6
12,2330,56,0,0,0.005,0,0,0.247,0.134,0,0.426,0.135,0.048,0.235,0.029,8.836,-30.71896,24.639603,5,6,6,6
12,2363,39,0,0,0.0002586,0,0.058,0.183,0.243,0,0.686,0.24,0.054,0.25,2.999,5.265,-11.186971,0.38966274,5,6,6,6
12,2392,73,0,0,8.64E-05,0,0.069,0.298,0.197,0,0.388,0.223,0.065,0.715,0.046,9.766,-36.631443,9.935726,5,6,6,6
12,2392,73,1,1,1,1,1,6,18,1.5,30,1.5,1,1,1,1,1,1,5,6,6,6
